,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10
2015-12-21 11:04:56.943462,0.01492655705406013,0.012643253420520306,-0.015364465629314822,-0.013025597573109716,0.005281719181717279,-0.023195327777684148,0.026687974840440883,0.0595277782361364,0.004457868266858121,-0.008675064374476899
2015-12-22 11:04:56.943462,-0.02172126889336139,0.03258540714257017,0.015155665249449,0.004477213392405259,0.006547453988151964,-0.007183897726207692,-0.01966772103363364,-0.09388348425633762,0.025684396753993578,0.025010323628354977
2015-12-23 11:04:56.943462,0.011325428727279952,0.01690804395102157,0.015122905883044558,0.0020690874656431463,-0.009930341251957166,0.0461473289048676,0.0664790197203734,-0.0080478642105898,0.009051803851960407,0.002380828935273177
2015-12-24 11:04:56.943462,-0.03248377219139266,0.020518178936480735,0.034295922669963036,0.003383315567165282,-0.003721581722663052,0.06580035244181726,-0.02640673128201053,-0.04011713860230312,-0.014638133967986976,0.007854431345281968
2015-12-25 11:04:56.943462,0.008726379347193666,-0.00757948037394009,0.0022705268703599696,-0.016241824649889554,-0.0020095006431583547,-0.01750219593041677,-0.003481748378214745,0.030913835272024733,0.008155559267773812,0.006351502033277593
2015-12-28 11:04:56.943462,0.015609691054775457,0.04936211249059266,0.022847606743097586,-0.0014941305388608053,-0.001210734552857383,-0.02749710094761917,-0.0007019802923812498,0.0337990554514468,0.026211313100344146,0.023475575913065035
2015-12-29 11:04:56.943462,-0.025146029715749744,-0.01248879115851014,0.0056746066469098265,-0.009080588617250307,-0.0032718854744023377,-0.033591983966139834,-0.008395300938559499,-0.12670262469073165,-0.06105591907628319,-0.02646138192553519
2015-12-30 11:04:56.943462,0.010608804257665402,0.04958004792293396,0.0222346844499604,0.009512543408766175,-0.004140774946426932,0.03894024514520584,0.039839866021559436,-0.021273240768655482,0.00970152583163544,-0.003775558593460254
2015-12-31 11:04:56.943462,-0.01674332704956782,0.024971110322054714,-0.0021902108902476115,0.007758910850560022,0.0013826147123740566,0.015722358605755556,0.00851689759483739,0.06162436853538716,0.04993467831978315,0.017148947342694388
2016-01-01 11:04:56.943462,-0.007217952053189017,-0.03734797846892311,-0.025283178692943945,0.004077754841676907,-0.002564286436239496,-0.07657021160898955,-0.09272736877693238,0.02623091875626465,-0.019835686893812127,-0.03656866434503661
2016-01-04 11:04:56.943462,0.006730502850062344,0.024781306734561637,0.020402602945338407,0.00853289753632088,-0.005885928645200156,-0.04721848925787917,-0.010954978293230288,-0.008645140185461796,0.015881856612225808,-0.005967392614100014
2016-01-05 11:04:56.943462,0.02716703266474968,-0.047065379327040906,-0.036389089404107525,-0.015444773746224187,-0.008204443932579587,-0.06393102386623525,-0.012125923932450404,0.10307619749766947,0.009513255072396544,0.010487812355900513
2016-01-06 11:04:56.943462,0.029982054964091637,0.04099034857775804,-0.0064648705083281775,-0.003457532644008619,-0.0022417797853674904,0.007880109542841036,0.011207759506526043,0.046564032109594665,0.00584162102674776,-0.04357430412319302
2016-01-07 11:04:56.943462,-0.02796957620193452,0.012298969682131728,-0.0029651703440283826,0.003834138639690526,-9.89346794875236e-06,-0.034401679674498045,-0.03430579478625669,-0.03993059036499765,-0.01263213638121471,-0.05016011480012394
2016-01-08 11:04:56.943462,-0.029590570067037088,-0.009483574503633421,0.029083280119081074,0.005363330212679665,-0.0044150346133946085,0.004558500293345185,-0.016458883652270478,-0.05209857256011405,-0.005750148413628673,0.010768004403774418
2016-01-11 11:04:56.943462,0.012268677156324403,0.008325565346531803,-0.004834835640169872,0.0005097793487027625,0.005877172619707352,-0.04603714999801782,-0.027534963480793637,0.1535898533987423,0.05534509447414411,0.024147155992577624
2016-01-12 11:04:56.943462,-0.02141448394529067,0.053369446707423704,0.018751988091648082,-0.0022648545972759285,-0.004993346325176226,-0.047919211219721744,0.03174094608677361,0.033226480453801166,0.049430700177526904,0.022638534855287332
2016-01-13 11:04:56.943462,0.03231691544160191,-0.03286603127706477,0.0018575095017243028,0.02538985096780116,0.013302532580521666,0.040636861941395444,0.011947086033428578,0.048714825849150996,0.036033089745068525,-0.00883069537067327
2016-01-14 11:04:56.943462,0.01477383742352241,0.0003378935132321688,-0.003416370938488775,0.008121292098406408,0.0014329097186223177,-0.011202177610901812,-0.042272515614848453,-0.08513347179786611,3.2010261996833364e-06,-0.017788137200640257
2016-01-15 11:04:56.943462,-0.02397755447356337,0.035347799052969114,0.021849854135461803,0.009019960653819369,0.003761231409601806,-0.025024556063494928,-0.032635057248421494,0.006571126972269049,0.0192202214926029,0.01913116378118449
2016-01-18 11:04:56.943462,-0.035645046941068216,0.03265343132073772,0.010087359496834866,-0.021837026684768026,-0.003455670341637094,0.04264974399113326,-0.009296033482493585,-0.041341751016127325,0.039593677107749047,0.03408967214112094
2016-01-19 11:04:56.943462,0.04199715318157862,0.009913779860881869,0.020006065435996433,0.010140370330600248,-0.002589037777145678,0.01640059513422927,0.04977044203773955,0.028373648381346834,0.039276539557444375,-0.004677871047880263
2016-01-20 11:04:56.943462,0.02410381220715576,0.0034050363844593157,0.003866708924009681,0.0021819455828189266,-0.001213885832812999,-0.03785643716904006,-0.012051445678728368,-0.04217259694475234,-0.036476573976328995,-0.024476058094107224
2016-01-21 11:04:56.943462,-0.020126052022215398,0.011730936953845115,0.021496575385670555,0.0013496346207168923,-0.0022259359351198727,0.01408970495508579,-0.02251758176391534,-0.024972692201289733,-0.0038091175792619204,0.0030783669443412358
2016-01-22 11:04:56.943462,-0.025566642677511915,-0.031380704370515246,0.010357175243907649,-0.011612366930533581,-0.0039011886674324746,-0.04369137862094241,0.020796446229419265,0.009739080219329517,-0.014963235371723525,-0.018237997906115837
2016-01-25 11:04:56.943462,0.03238249939402124,0.021286049698297775,-0.021917659435093863,-0.019745640087248446,-0.0038921060028970613,0.030953471658319975,-0.009194333741133378,-0.08354528159582317,0.01812254442789998,0.015035210214886859
2016-01-26 11:04:56.943462,0.007854216562107028,0.005477686423893339,-0.021842406078407667,-0.009536503743492821,-0.0031361829806232236,-0.012879209921400188,0.030513878449186564,0.004346890877002801,-0.02753317349188015,-0.006322832543525919
2016-01-27 11:04:56.943462,0.00973459442286967,0.0022619297531165676,0.028994510911281694,0.021729604078916023,0.004709791804146171,-0.0032769019873369045,-0.02254002391145151,0.0742870813086506,-0.004060040659048216,0.0003089484337488965
2016-01-28 11:04:56.943462,-0.0075482974978125185,-0.02297289955040848,-0.014144021766274014,-0.00786351444388983,-0.0004115372131594678,-0.014166968710770788,-0.03794011252188682,-0.07116909705465117,-0.03853917231383389,0.01894476910154107
2016-01-29 11:04:56.943462,-0.011584627581344433,-0.014359292858133534,-0.003563423813693589,-0.0017517992861215282,0.0072838198910933575,-0.057828496010896874,0.0361336091844728,-0.03513194233807561,-0.05551608919241939,-0.009663749770436896
2016-02-01 11:04:56.943462,0.030073539532927015,0.026245482735446926,-0.010090228316327027,0.013028521164460106,0.006506461932504355,-0.0007549915591912104,-0.05471633150630612,0.08159018444299272,0.03428409993615563,0.0009257246360935572
2016-02-02 11:04:56.943462,-0.06757623577186632,0.0019400490814331765,0.0009030411407855573,-0.004943283818193055,0.00016558354109024622,0.11214471257585797,0.06759892224699308,-0.0023173054618993248,-0.014332798733969667,-0.022091889209626
2016-02-03 11:04:56.943462,0.0024973857613386154,0.010284291021634747,-0.008593446854063299,-0.005835094222725483,0.0015351270632741098,0.004953153223666619,-0.019715357637458304,-0.05074667563090219,-0.011979221550418017,-0.01535567322187113
2016-02-04 11:04:56.943462,-0.01709950837956649,-0.04243027404938228,-0.004438245368313429,0.002055983841364506,-0.003219256570727112,-0.029314131211915125,0.02472710044551351,0.12936262243289415,0.03717845580811639,0.008392607494421467
2016-02-05 11:04:56.943462,-0.01329731215161733,0.024638651966304406,-0.017933722133019126,-0.023501131925906624,-0.011651917675532336,-0.029736195739303854,0.025060639113767394,-0.0020986681247197676,-0.00442204368968089,-0.04417913117985655
2016-02-08 11:04:56.943462,-0.023346553052961377,-0.013644032574640124,-0.0019312281698827321,0.006778986810875687,0.0008881300508657628,-0.06148073418067021,-0.017925153442818493,0.02897557656331494,0.04542849955690282,0.04140973284742138
2016-02-09 11:04:56.943462,-0.016990866241818215,0.028446704590987297,0.019028561605312654,-0.004272644447436373,0.0016382225071675236,-0.03304384038025217,-0.029337257360546477,-0.08336404811083481,-0.018432337985425987,-0.005513341200939976
2016-02-10 11:04:56.943462,-0.041919096752274426,-0.005352999936998383,0.007745928689084083,0.0036603921986399167,0.0058786092018563675,0.04393070037988618,0.0613095789913969,-0.01457487810141052,0.019235479783717136,0.022728753657687235
2016-02-11 11:04:56.943462,-0.023981310684550144,-0.008680082108485393,0.008572528845847886,0.008286857010639937,-0.00570270959847593,-0.0424220209260662,0.023085528297815894,0.07000194167409046,0.015618380474483665,0.010456459407817196
2016-02-12 11:04:56.943462,0.038601454256337646,-0.03462075244461979,-0.013333582802779399,0.023757721458774354,0.01093523469674689,0.048476733948597014,0.049963050568847395,0.010620243944643518,0.018702345368150713,-0.027414411086150538
2016-02-15 11:04:56.943462,-0.013801074419861963,-0.08132159235439348,-0.033563373861021914,-0.015904504943223315,-0.014562031858109486,0.037938954970585664,-0.03292130795553971,-0.04453666329092878,-0.01775531529748414,0.0073815518965120045
2016-02-16 11:04:56.943462,0.02533073796219185,0.0014746819902012505,0.006414504942803807,0.012856106825560022,0.005390758180203035,0.022673320679830897,0.03589715104280877,0.011675484512726118,-0.028568912468946047,-0.0502693643007276
2016-02-17 11:04:56.943462,0.03994500737784008,0.00823728025402582,-0.055722772988283965,-0.008583155010490883,0.005572206263885918,0.011356263737885139,-0.06959154112627514,-0.051726570611961106,-0.04926735544797222,-0.015900803907506818
2016-02-18 11:04:56.943462,0.013869571283306684,0.035712239510891794,-0.026713499612999434,-0.019978279059579017,-0.010395001553436024,0.01656543862330409,0.0339346669660024,0.07073872981520547,-0.009731108880825585,0.025080416533481645
2016-02-19 11:04:56.943462,-0.01051177464501257,-0.03173565916396607,0.011703864906224248,0.013652593376930904,0.007386100901259624,-0.003138767264351048,0.03056412138948146,-0.0005619573810313251,-0.019590667517832158,-0.01860742032418424
2016-02-22 11:04:56.943462,0.012305144862285653,0.005112550519496671,-0.007992815984051214,0.016445086418471512,0.013109385921647398,-0.006217792032055845,0.02358658343183773,-0.044970232820022715,-0.03617019868439003,-0.005878202304170342
2016-02-23 11:04:56.943462,0.02794502913756571,0.0075744404696940675,0.004772955538747254,-0.007370755896035071,-0.0032812145745240097,-0.009428146875258378,0.03008623270085992,0.08649801322709243,0.01801771711609667,0.001154354305130704
2016-02-24 11:04:56.943462,0.0010648669924621416,0.03800756481191265,0.029128515786130574,0.007923731822588839,0.0012403146557691286,0.03381991999839246,0.03353166222208124,-0.019175640383330833,-0.0041414968782100565,0.006402299057168383
2016-02-25 11:04:56.943462,0.03039671364422134,-0.016743869887751717,-0.04105550099587786,-0.007262693794371397,0.007153129899955998,0.017093123130639338,0.04680945913586006,-0.06761301518300711,-0.027900576345390636,-0.006895126886858837
2016-02-26 11:04:56.943462,-0.03313917623757472,-0.026053312876447347,-0.007758102770748835,0.0054260029410843815,-0.002363613738771131,0.004120311564771748,-0.006391765501135466,0.015326028499804236,0.02311313125880951,-0.00715498661521219
2016-02-29 11:04:56.943462,0.016484013028658193,-0.015667284625270814,-0.014103671497636158,0.007514901573217042,-0.0008771412002131208,-0.001968225326995051,-0.005776092162718131,0.015940847401424655,0.044082500797304934,0.03785918475450124
2016-03-01 11:04:56.943462,0.03671597811751321,0.17315168870645622,0.041052732647037654,-0.0023154239472245506,-0.0025350461611726056,0.00482418034571684,-0.07479338556218364,-0.0921951336785519,0.013767995451309417,0.004820046537942466
2016-03-02 11:04:56.943462,0.007707651824022825,0.01970954745805519,-0.016023706546481425,-0.0022462943751505693,0.001356839879966538,0.015516295899670029,0.009315777409383403,-0.07987550847178634,-0.026586694021124103,-0.0030226269496695076
2016-03-03 11:04:56.943462,0.00872352094671787,-0.012227537323836775,-0.005659842218555756,-0.00812043714133917,-0.003046126209315725,0.025856726007660397,0.01643782394041275,-0.016797048114752806,0.03946154542037823,0.017589634783006895
2016-03-04 11:04:56.943462,0.03080865388052248,0.028006130098805974,0.0021247287806297893,2.4830151550395088e-05,-0.0011464465018900202,0.020677016694126943,0.04578492761059913,0.001096226514885808,0.002107156386623049,0.0029367757563219924
2016-03-07 11:04:56.943462,-0.02169973550055944,0.018377358207326437,-0.001240445326085466,-0.009207385668442604,-0.0037767621907749734,0.0347564656315328,-0.04134116342716584,-0.007747618040362406,-0.008386047900489073,0.0012528129067147392
2016-03-08 11:04:56.943462,-0.022007341247191555,-0.05643587757393749,-0.021734382649548436,-0.011971353459617915,-0.005476529503648122,0.013520572593120225,0.028627176901316435,0.0651257036811862,0.013110884433469222,0.010364736025338973
